record_type,movement_date,booking_date,check_in,check_out,nights,unit_id,currency,net_amount,service_fee,quick_pay_fee,cleaning_fee,gross_income,lodging_tax,income_year,booking_lead_days
reservation,2025-02-03,2025-01-12,2025-01-30,2025-02-01,2.0,room_b,CRC,144917.24,5082.76,,0.0,150000.0,0.0,2025.0,18.0
reservation,2025-02-03,2025-01-22,2025-01-30,2025-01-31,1.0,room_a,CRC,57963.79,2036.21,,0.0,60000.0,0.0,2025.0,8.0
reservation,2025-01-28,2024-12-06,2025-01-26,2025-01-27,1.0,room_a,CRC,57966.65,2033.35,,0.0,60000.0,0.0,2025.0,51.0
reservation,2025-01-28,2025-01-14,2025-01-26,2025-01-27,1.0,room_b,CRC,67627.0,2373.0,,0.0,70000.0,0.0,2025.0,12.0
reservation,2025-01-27,2025-01-02,2025-01-25,2025-01-26,1.0,room_a,CRC,67627.0,2373.0,,0.0,70000.0,0.0,2025.0,23.0
reservation,2025-01-27,2025-01-04,2025-01-24,2025-01-25,1.0,room_a,CRC,67629.2,2370.8,,0.0,70000.0,0.0,2025.0,20.0
reservation,2025-01-27,2025-01-22,2025-01-24,2025-01-25,1.0,room_b,CRC,77288.0,2712.0,,0.0,80000.0,0.0,2025.0,2.0
reservation,2025-01-21,2025-01-15,2025-01-19,2025-01-20,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2025.0,4.0
reservation,2025-01-20,2025-01-02,2025-01-18,2025-01-19,1.0,room_a,CRC,67627.0,2373.0,,0.0,70000.0,0.0,2025.0,16.0
reservation,2025-01-20,2025-01-07,2025-01-18,2025-01-19,1.0,room_b,CRC,77288.0,2712.0,,0.0,80000.0,0.0,2025.0,11.0
reservation,2025-01-20,2025-01-01,2025-01-17,2025-01-18,1.0,room_a,CRC,67627.0,2373.0,,0.0,70000.0,0.0,2025.0,16.0
reservation,2025-01-07,2025-01-02,2025-01-05,2025-01-06,1.0,room_b,CRC,67625.54,2374.46,,0.0,70000.0,0.0,2025.0,3.0
reservation,2025-01-07,2025-01-04,2025-01-05,2025-01-06,1.0,room_a,CRC,57968.14,2031.86,,0.0,60000.0,0.0,2025.0,1.0
reservation,2025-01-06,2024-12-15,2025-01-04,2025-01-05,1.0,room_a,CRC,67627.59,2372.41,,0.0,70000.0,0.0,2025.0,20.0
reservation,2025-01-06,2024-12-24,2025-01-04,2025-01-05,1.0,room_b,CRC,77288.0,2712.0,,0.0,80000.0,0.0,2025.0,11.0
reservation,2025-01-06,2024-11-29,2025-01-02,2025-01-03,1.0,room_b,CRC,72459.34,2540.66,,0.0,75000.0,0.0,2025.0,34.0
reservation,2025-01-06,2024-12-27,2025-01-03,2025-01-04,1.0,room_a,CRC,67627.0,2373.0,,0.0,70000.0,0.0,2025.0,7.0
reservation,2025-01-06,2024-12-29,2025-01-03,2025-01-04,1.0,room_b,CRC,77287.34,2712.66,,0.0,80000.0,0.0,2025.0,5.0
reservation,2024-12-31,2024-12-14,2024-12-29,2024-12-30,1.0,room_a,CRC,57968.2,2031.8,,0.0,60000.0,0.0,2024.0,15.0
reservation,2024-12-30,2024-12-04,2024-12-28,2024-12-29,1.0,room_b,CRC,77290.1,2709.9,,0.0,80000.0,0.0,2024.0,24.0
reservation,2024-12-30,2024-12-10,2024-12-28,2024-12-29,1.0,room_a,CRC,67626.29,2373.71,,0.0,70000.0,0.0,2024.0,18.0
reservation,2024-12-24,2024-11-18,2024-12-22,2024-12-24,2.0,room_a,CRC,154577.22,5422.78,,0.0,160000.0,0.0,2024.0,34.0
reservation,2024-12-24,2024-12-11,2024-12-22,2024-12-23,1.0,room_b,CRC,67627.0,2373.0,,0.0,70000.0,0.0,2024.0,11.0
reservation,2024-12-23,2024-12-09,2024-12-21,2024-12-22,1.0,room_b,CRC,77290.36,2709.64,,0.0,80000.0,0.0,2024.0,12.0
reservation,2024-12-23,2024-12-16,2024-12-21,2024-12-22,1.0,room_a,CRC,67627.0,2373.0,,0.0,70000.0,0.0,2024.0,5.0
reservation,2024-12-23,2024-12-06,2024-12-19,2024-12-20,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,13.0
reservation,2024-12-23,2024-12-07,2024-12-20,2024-12-21,1.0,room_b,CRC,77290.55,2709.45,,0.0,80000.0,0.0,2024.0,13.0
reservation,2024-12-19,2024-12-11,2024-12-17,2024-12-18,1.0,room_a,CRC,57966.84,2033.16,,0.0,60000.0,0.0,2024.0,6.0
reservation,2024-12-18,2024-12-05,2024-12-16,2024-12-17,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,11.0
reservation,2024-12-17,2024-11-03,2024-12-15,2024-12-16,1.0,room_b,CRC,82121.04,2878.96,,0.0,85000.0,0.0,2024.0,42.0
reservation,2024-12-17,2024-12-14,2024-12-15,2024-12-16,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,1.0
reservation,2024-12-16,2024-11-14,2024-12-14,2024-12-15,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,30.0
reservation,2024-12-16,2024-10-29,2024-12-13,2024-12-15,2.0,room_b,CRC,164237.52,5762.48,,0.0,170000.0,0.0,2024.0,45.0
reservation,2024-12-16,2024-12-03,2024-12-13,2024-12-14,1.0,room_a,CRC,67625.74,2374.26,,0.0,70000.0,0.0,2024.0,10.0
reservation,2024-12-10,2024-11-22,2024-12-08,2024-12-09,1.0,room_a,CRC,57965.81,2034.19,,0.0,60000.0,0.0,2024.0,16.0
reservation,2024-12-09,2024-10-22,2024-12-07,2024-12-08,1.0,room_b,CRC,82118.5,2881.5,,0.0,85000.0,0.0,2024.0,46.0
reservation,2024-12-09,2024-11-15,2024-12-07,2024-12-08,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,22.0
reservation,2024-12-09,2024-11-26,2024-12-06,2024-12-07,1.0,room_b,CRC,82118.5,2881.5,,0.0,85000.0,0.0,2024.0,10.0
reservation,2024-12-09,2024-12-01,2024-12-06,2024-12-07,1.0,room_a,CRC,67627.0,2373.0,,0.0,70000.0,0.0,2024.0,5.0
reservation,2024-12-09,2024-12-01,2024-12-05,2024-12-06,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,4.0
reservation,2024-12-04,2024-12-01,2024-12-02,2024-12-03,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,1.0
reservation,2024-12-03,2024-11-25,2024-12-01,2024-12-02,1.0,room_a,CRC,67629.52,2370.48,,0.0,70000.0,0.0,2024.0,6.0
reservation,2024-12-02,2024-10-13,2024-11-29,2024-11-30,1.0,room_b,CRC,74390.2,2609.8,,0.0,77000.0,0.0,2024.0,47.0
reservation,2024-12-02,2024-10-29,2024-11-30,2024-12-01,1.0,room_b,CRC,74392.14,2607.86,,0.0,77000.0,0.0,2024.0,32.0
reservation,2024-12-02,2024-11-12,2024-11-30,2024-12-01,1.0,room_a,CRC,57963.95,2036.05,,0.0,60000.0,0.0,2024.0,18.0
reservation,2024-11-29,2024-11-20,2024-11-27,2024-11-28,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,7.0
reservation,2024-11-26,2024-11-16,2024-11-24,2024-11-25,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,8.0
reservation,2024-11-25,2024-11-11,2024-11-23,2024-11-24,1.0,room_b,CRC,74392.14,2607.86,,0.0,77000.0,0.0,2024.0,12.0
reservation,2024-11-25,2024-11-13,2024-11-23,2024-11-24,1.0,room_a,CRC,57964.53,2035.47,,0.0,60000.0,0.0,2024.0,10.0
reservation,2024-11-25,2024-11-18,2024-11-22,2024-11-23,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,4.0
reservation,2024-11-25,2024-11-18,2024-11-21,2024-11-22,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,3.0
reservation,2024-11-20,2024-11-15,2024-11-18,2024-11-19,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,3.0
reservation,2024-11-19,2024-11-16,2024-11-17,2024-11-18,1.0,room_a,CRC,57966.0,2034.0,,0.0,60000.0,0.0,2024.0,1.0
reservation,2024-11-18,2024-11-10,2024-11-15,2024-11-16,1.0,room_b,CRC,74392.14,2607.86,,0.0,77000.0,0.0,2024.0,5.0
reservation,2024-11-18,2024-11-12,2024-11-15,2024-11-17,2.0,room_a,CRC,115929.5,4070.5,,0.0,120000.0,0.0,2024.0,3.0
reservation,2024-11-18,2024-11-10,2024-11-16,2024-11-17,1.0,room_b,CRC,74391.91,2608.09,,0.0,77000.0,0.0,2024.0,6.0
reservation,2024-11-12,2024-11-04,2024-11-10,2024-11-11,1.0,room_b,CRC,74388.28,2611.72,,0.0,77000.0,0.0,2024.0,6.0
reservation,2024-11-11,2024-10-31,2024-11-08,2024-11-10,2.0,room_b,CRC,148779.4,5220.6,,0.0,154000.0,0.0,2024.0,8.0
reservation,2024-11-11,2024-11-01,2024-11-08,2024-11-09,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,7.0
reservation,2024-11-05,2024-10-27,2024-11-03,2024-11-05,2.0,room_b,CRC,148779.16,5220.84,,0.0,154000.0,0.0,2024.0,7.0
reservation,2024-11-04,2024-10-29,2024-11-01,2024-11-02,1.0,room_b,CRC,74391.84,2608.16,,0.0,77000.0,0.0,2024.0,3.0
reservation,2024-11-04,2024-10-17,2024-11-02,2024-11-03,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,16.0
reservation,2024-11-04,2024-10-28,2024-11-02,2024-11-03,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,5.0
reservation,2024-10-28,2024-08-19,2024-10-25,2024-10-26,1.0,room_a,CRC,66660.02,2339.98,,0.0,69000.0,0.0,2024.0,67.0
reservation,2024-10-28,2024-09-11,2024-10-26,2024-10-27,1.0,room_b,CRC,74388.66,2611.34,,0.0,77000.0,0.0,2024.0,45.0
reservation,2024-10-28,2024-10-07,2024-10-26,2024-10-27,1.0,room_a,CRC,66659.53,2340.47,,0.0,69000.0,0.0,2024.0,19.0
reservation,2024-10-21,2024-09-21,2024-10-19,2024-10-20,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,28.0
reservation,2024-10-14,2024-10-02,2024-10-12,2024-10-13,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,10.0
reservation,2024-10-14,2024-09-19,2024-10-12,2024-10-13,1.0,room_b,CRC,74389.59,2610.41,,0.0,77000.0,0.0,2024.0,23.0
reservation,2024-09-30,2024-09-24,2024-09-28,2024-09-29,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,4.0
reservation,2024-09-23,2024-09-01,2024-09-21,2024-09-22,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,20.0
reservation,2024-09-23,2024-09-03,2024-09-21,2024-09-22,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,18.0
reservation,2024-09-23,2024-09-19,2024-09-20,2024-09-21,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,1.0
reservation,2024-09-16,2024-08-20,2024-09-14,2024-09-15,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,25.0
reservation,2024-09-16,2024-08-27,2024-09-14,2024-09-15,1.0,room_b,CRC,74390.85,2609.15,,0.0,77000.0,0.0,2024.0,18.0
reservation,2024-09-09,2024-08-19,2024-09-07,2024-09-08,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,19.0
reservation,2024-08-26,2024-08-06,2024-08-24,2024-08-25,1.0,room_a,CRC,66662.95,2337.05,,0.0,69000.0,0.0,2024.0,18.0
reservation,2024-08-26,2024-08-07,2024-08-24,2024-08-25,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,17.0
reservation,2024-08-19,2024-07-21,2024-08-16,2024-08-17,1.0,room_b,CRC,74391.81,2608.19,,0.0,77000.0,0.0,2024.0,26.0
reservation,2024-08-19,2024-08-01,2024-08-17,2024-08-18,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,16.0
reservation,2024-08-19,2024-08-01,2024-08-17,2024-08-18,1.0,room_b,CRC,74392.16,2607.84,,0.0,77000.0,0.0,2024.0,16.0
reservation,2024-08-12,2024-07-25,2024-08-10,2024-08-11,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,16.0
reservation,2024-08-12,2024-07-29,2024-08-08,2024-08-09,1.0,room_b,CRC,74387.7,2612.3,,0.0,77000.0,0.0,2024.0,10.0
reservation,2024-08-12,2024-07-09,2024-08-09,2024-08-10,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,31.0
reservation,2024-08-12,2024-08-08,2024-08-09,2024-08-10,1.0,room_a,CRC,66663.07,2336.93,,0.0,69000.0,0.0,2024.0,1.0
reservation,2024-08-09,2024-07-12,2024-08-04,2024-08-05,1.0,room_b,CRC,74389.76,2610.24,,0.0,77000.0,0.0,2024.0,23.0
reservation,2024-08-09,2024-07-14,2024-08-07,2024-08-08,1.0,room_a,CRC,66661.19,2338.81,,0.0,69000.0,0.0,2024.0,24.0
reservation,2024-08-05,2024-07-28,2024-08-01,2024-08-02,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,4.0
reservation,2024-08-05,2024-07-31,2024-08-01,2024-08-02,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,1.0
reservation,2024-08-05,2024-07-15,2024-08-02,2024-08-04,2.0,room_b,CRC,148779.4,5220.6,,0.0,154000.0,0.0,2024.0,18.0
reservation,2024-08-05,2024-07-27,2024-08-02,2024-08-03,1.0,room_a,CRC,66661.37,2338.63,,0.0,69000.0,0.0,2024.0,6.0
reservation,2024-08-05,2024-07-28,2024-08-03,2024-08-04,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,6.0
reservation,2024-07-29,2024-06-15,2024-07-27,2024-07-28,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,42.0
reservation,2024-07-29,2024-07-13,2024-07-26,2024-07-27,1.0,room_b,CRC,74391.17,2608.83,,0.0,77000.0,0.0,2024.0,13.0
reservation,2024-07-17,2024-05-31,2024-07-15,2024-07-16,1.0,room_b,CRC,74392.07,2607.93,,0.0,77000.0,0.0,2024.0,45.0
reservation,2024-07-15,2024-06-09,2024-07-11,2024-07-12,1.0,room_b,CRC,74391.53,2608.47,,0.0,77000.0,0.0,2024.0,32.0
reservation,2024-07-15,2024-05-27,2024-07-12,2024-07-13,1.0,room_a,CRC,66661.03,2338.97,,0.0,69000.0,0.0,2024.0,46.0
reservation,2024-07-15,2024-06-05,2024-07-13,2024-07-14,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,38.0
reservation,2024-07-09,2024-06-13,2024-07-07,2024-07-08,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,24.0
reservation,2024-07-01,2024-06-04,2024-06-29,2024-06-30,1.0,room_a,CRC,66662.42,2337.58,,0.0,69000.0,0.0,2024.0,25.0
reservation,2024-07-01,2024-06-21,2024-06-29,2024-06-30,1.0,room_b,CRC,74391.72,2608.28,,0.0,77000.0,0.0,2024.0,8.0
reservation,2024-06-17,2024-05-20,2024-06-15,2024-06-16,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,26.0
reservation,2024-06-17,2024-06-03,2024-06-15,2024-06-16,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,12.0
reservation,2024-06-11,2024-06-04,2024-06-09,2024-06-10,1.0,room_b,CRC,74390.95,2609.05,,0.0,77000.0,0.0,2024.0,5.0
reservation,2024-06-10,2024-06-04,2024-06-07,2024-06-08,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,3.0
reservation,2024-06-10,2024-05-09,2024-06-08,2024-06-09,1.0,room_b,CRC,59511.67,2088.33,,0.0,61600.0,0.0,2024.0,30.0
reservation,2024-06-05,2024-05-23,2024-05-31,2024-06-01,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,8.0
reservation,2024-06-05,2024-05-27,2024-05-31,2024-06-01,1.0,room_a,CRC,66661.03,2338.97,,0.0,69000.0,0.0,2024.0,4.0
reservation,2024-06-04,2024-05-16,2024-06-01,2024-06-02,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,16.0
reservation,2024-06-04,2024-05-28,2024-06-01,2024-06-02,1.0,room_b,CRC,74389.7,2610.3,,0.0,77000.0,0.0,2024.0,4.0
reservation,2024-05-22,2024-05-15,2024-05-19,2024-05-20,1.0,room_b,CRC,74388.58,2611.42,,0.0,77000.0,0.0,2024.0,4.0
reservation,2024-05-20,2024-05-09,2024-05-18,2024-05-19,1.0,room_b,CRC,59511.76,2088.24,,0.0,61600.0,0.0,2024.0,9.0
reservation,2024-05-20,2024-05-15,2024-05-18,2024-05-19,1.0,room_a,CRC,66659.01,2340.99,,0.0,69000.0,0.0,2024.0,3.0
reservation,2024-05-20,2024-05-15,2024-05-17,2024-05-18,1.0,room_a,CRC,66660.9,2339.1,,0.0,69000.0,0.0,2024.0,2.0
reservation,2024-05-17,2024-05-03,2024-05-04,2024-05-05,1.0,room_a,CRC,61830.4,2169.6,,0.0,64000.0,0.0,2024.0,1.0
reservation,2024-05-17,2024-05-05,2024-05-10,2024-05-11,1.0,room_a,CRC,61830.64,2169.36,,0.0,64000.0,0.0,2024.0,5.0
reservation,2024-05-17,2024-05-07,2024-05-11,2024-05-12,1.0,room_b,CRC,59511.76,2088.24,,0.0,61600.0,0.0,2024.0,4.0
